Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
7,72,Yes,4,Medium,Medium,Positive,4,Male,60,57,78,79,84,49,C+
19,79,Yes,8,Medium,High,Neutral,2,Male,60,62,78,85,53,51,B-
18,64,Yes,9,Low,High,Neutral,3,Male,54,56,80,79,79,47,C+
18,62,Yes,7,Medium,Medium,Negative,3,Female,52,59,82,81,66,46,C+
19,64,Yes,7,Medium,Medium,Neutral,4,Female,59,57,82,81,46,45,C+
22,67,No,7,High,Medium,Positive,2,Male,54,52,82,85,60,49,C+
19,80,Yes,9,Medium,Medium,Negative,2,Male,52,51,81,82,44,48,C+
12,94,Yes,9,Medium,Low,Negative,3,Male,60,54,77,78,79,49,C+
23,69,Yes,6,Medium,High,Negative,4,Male,54,61,83,76,50,49,C+
8,97,Yes,8,High,Medium,Neutral,2,Female,56,53,81,87,48,52,B-
8,98,Yes,7,Medium,High,Negative,3,Female,52,60,85,84,50,50,B-
24,98,No,8,Medium,High,Positive,3,Female,64,67,86,85,51,58,B
23,94,Yes,6,High,High,Neutral,3,Male,64,69,86,80,74,56,B
20,75,Yes,9,High,Low,Positive,5,Female,58,58,78,78,72,49,C+
12,63,No,8,Low,Medium,Positive,4,Male,56,46,80,77,46,44,C
16,83,Yes,9,Medium,High,Negative,4,Female,61,54,81,81,76,51,B-
18,82,Yes,5,High,High,Neutral,4,Male,57,52,82,82,57,50,B-
10,94,No,5,Medium,Medium,Negative,3,Male,56,54,84,80,63,49,C+
16,100,No,10,Medium,Medium,Neutral,2,Female,62,59,84,81,46,52,B-
24,80,No,9,Low,Medium,Positive,4,Male,65,54,86,83,75,52,B-
29,74,Yes,6,Medium,High,Negative,1,Female,58,64,78,80,59,50,B-
17,67,No,8,Medium,Medium,Positive,4,Female,54,50,87,84,72,48,C+
25,60,No,6,Low,Medium,Positive,2,Male,50,60,84,84,61,46,C+
9,80,Yes,4,Low,Medium,Positive,2,Female,48,59,79,75,42,46,C+
24,82,No,4,Low,Medium,Negative,2,Male,60,61,75,79,75,49,C+
15,93,Yes,7,Low,Medium,Negative,4,Male,59,54,80,82,68,49,C+
22,80,Yes,9,Low,Medium,Neutral,4,Female,62,61,83,77,62,52,B-
19,97,Yes,9,High,Medium,Negative,4,Female,62,57,80,82,50,55,B
28,85,Yes,9,Low,Medium,Neutral,3,Male,66,65,78,86,71,53,B-
15,94,Yes,8,Medium,Medium,Negative,1,Male,57,58,80,86,54,51,B-
24,66,Yes,7,Low,High,Neutral,3,Male,61,55,81,79,61,49,C+
18,94,Yes,9,Medium,Medium,Negative,3,Female,58,52,80,82,43,50,B-
19,87,No,4,Medium,Low,Positive,5,Female,57,48,83,76,79,51,B-
19,67,Yes,8,Medium,High,Positive,4,Male,55,48,81,79,45,45,C+
15,68,No,5,High,Medium,Positive,2,Female,57,60,82,82,85,47,C+
20,97,Yes,6,Low,High,Positive,1,Male,63,60,85,82,83,54,B-
20,61,No,8,Medium,High,Neutral,4,Male,56,55,83,77,89,48,C+
21,79,Yes,8,High,Medium,Neutral,2,Female,60,63,85,83,85,52,B-
21,73,No,6,Medium,Medium,Neutral,5,Male,65,64,83,80,89,48,C+
25,87,No,8,High,High,Positive,4,Male,66,68,83,85,84,54,B-
26,94,No,8,Low,Medium,Negative,2,Female,63,55,83,84,46,52,B-
14,74,Yes,7,High,Medium,Negative,3,Male,56,47,88,81,62,48,C+
25,77,Yes,7,Medium,Medium,Neutral,1,Male,61,67,78,81,44,49,C+
13,99,Yes,10,Low,High,Negative,3,Female,61,69,84,86,67,51,B-
24,91,Yes,7,Medium,Medium,Positive,2,Female,63,64,83,85,66,55,B
24,96,Yes,7,Medium,Medium,Negative,3,Female,64,59,84,86,86,57,B
9,78,No,7,Low,Medium,Positive,2,Male,55,59,83,83,88,47,C+
21,69,Yes,7,Medium,Medium,Positive,3,Male,43,54,87,74,53,47,C+
17,76,Yes,8,Low,Medium,Neutral,4,Female,55,53,82,78,69,46,C+
15,89,No,9,High,Low,Neutral,2,Male,55,61,79,77,63,49,C+
28,64,Yes,7,Medium,Medium,Positive,2,Male,64,59,79,82,67,50,B-
16,71,Yes,6,Low,Medium,Neutral,5,Male,55,49,84,75,67,47,C+
15,62,No,10,Low,High,Positive,4,Male,48,51,81,80,86,45,C+
24,93,No,4,Low,High,Negative,2,Female,62,65,82,81,46,54,B-
19,61,Yes,10,Low,Medium,Positive,6,Female,50,56,84,76,57,46,C+
27,87,Yes,9,Medium,High,Positive,4,Male,65,64,83,89,78,55,B
23,97,No,9,Low,Medium,Positive,3,Female,63,66,83,82,74,54,B-
7,69,No,9,Low,High,Positive,3,Female,56,50,80,82,72,44,C
17,88,Yes,10,Medium,High,Positive,2,Female,59,63,85,79,90,54,B-
17,99,No,5,Low,Medium,Neutral,4,Male,60,45,82,82,57,52,B-
4,69,Yes,6,Medium,High,Neutral,2,Male,47,50,80,79,89,44,C
35,64,No,6,High,High,Neutral,2,Male,62,62,80,85,75,51,B-
23,66,Yes,7,High,Medium,Positive,2,Male,60,56,84,80,72,50,B-
21,88,No,6,Medium,Medium,Neutral,4,Male,63,59,81,81,48,53,B-
27,89,No,5,Medium,Medium,Neutral,3,Male,60,55,84,77,52,52,B-
34,87,No,6,High,Medium,Neutral,2,Male,65,67,82,82,59,55,B
25,73,Yes,7,Medium,Medium,Positive,2,Male,63,59,82,83,63,49,C+
26,67,No,9,Medium,Medium,Positive,3,Male,57,61,81,83,65,50,B-
21,83,No,6,High,High,Neutral,2,Female,62,53,92,83,85,53,B-
19,79,Yes,8,Medium,Medium,Neutral,4,Male,55,58,82,86,45,51,B-
17,89,Yes,5,High,Medium,Positive,2,Female,56,57,80,85,52,51,B-
15,78,No,4,High,High,Negative,2,Female,56,54,75,78,47,48,C+
16,74,Yes,7,Medium,Low,Positive,3,Female,58,51,77,79,77,46,C+
12,72,Yes,6,High,Medium,Positive,4,Female,52,51,78,78,89,45,C+
20,68,Yes,6,Medium,Medium,Positive,4,Female,56,61,80,78,85,49,C+
10,71,Yes,6,Medium,Low,Negative,2,Male,51,44,84,75,76,45,C+
21,64,Yes,6,Low,Low,Negative,3,Female,50,60,76,78,41,44,C
20,74,Yes,6,High,Medium,Negative,4,Female,55,56,83,81,57,46,C+
17,67,No,5,High,Medium,Positive,3,Male,49,55,79,80,73,47,C+
38,90,Yes,4,Low,Medium,Neutral,4,Male,70,69,89,88,50,57,B
28,73,Yes,4,Medium,High,Positive,2,Female,58,54,82,86,63,53,B-
21,89,No,7,Medium,Medium,Positive,2,Female,62,56,86,84,66,51,B-
16,83,Yes,9,Medium,High,Neutral,2,Male,55,59,80,80,85,52,B-
12,61,Yes,7,Medium,Medium,Neutral,3,Male,56,59,85,77,71,45,C+
23,90,Yes,7,Medium,Low,Positive,2,Male,65,62,83,83,52,54,B-
26,94,Yes,5,Low,High,Neutral,2,Male,61,62,86,84,43,52,B-
26,67,Yes,6,High,High,Neutral,3,Male,55,56,81,85,71,51,B-
28,73,Yes,7,Low,Medium,Positive,2,Male,57,58,88,80,53,48,C+
15,67,Yes,4,High,Medium,Positive,5,Male,51,63,84,84,84,48,C+
23,84,Yes,9,Low,High,Positive,4,Female,55,60,84,79,46,48,C+
24,88,No,9,Medium,High,Negative,3,Female,67,62,83,82,61,55,B
17,73,No,4,High,High,Negative,4,Female,57,57,79,81,49,46,C+
15,82,Yes,6,High,Medium,Positive,2,Male,59,61,81,79,80,51,B-
30,88,Yes,7,Low,High,Positive,3,Female,59,65,83,81,58,55,B
21,77,Yes,8,Medium,Medium,Positive,2,Male,59,62,77,85,49,49,C+
24,94,No,9,High,Medium,Neutral,3,Female,62,67,83,82,76,54,B-
15,91,Yes,6,Low,Medium,Positive,3,Female,49,57,83,79,81,50,B-
13,63,No,10,Low,High,Negative,3,Male,55,55,78,77,63,44,C
17,85,Yes,7,Medium,High,Neutral,2,Female,61,59,83,80,59,53,B-
14,82,Yes,8,Medium,Medium,Negative,2,Male,60,51,81,72,73,47,C+
20,98,Yes,7,Medium,Medium,Neutral,3,Female,55,58,84,79,73,51,B-
10,95,No,7,High,Medium,Positive,3,Male,49,60,82,81,54,53,B-
13,76,Yes,10,High,Low,Neutral,3,Male,57,48,75,82,87,48,C+
24,72,No,7,Medium,Medium,Neutral,2,Female,59,62,76,83,51,50,B-
24,69,Yes,6,Medium,High,Neutral,4,Male,50,43,80,79,59,48,C+
18,81,Yes,6,Medium,Medium,Positive,4,Female,52,68,82,85,54,48,C+
14,65,Yes,9,Low,High,Positive,4,Female,66,63,82,77,87,48,C+
14,82,Yes,8,High,Medium,Negative,2,Male,56,56,86,80,81,49,C+
18,60,No,5,Low,Medium,Negative,4,Male,56,53,77,76,81,45,C+
24,73,Yes,5,Low,Medium,Negative,2,Male,52,55,81,83,40,46,C+
26,69,Yes,7,Medium,Medium,Neutral,3,Male,46,51,83,81,74,46,C+
17,99,Yes,8,Medium,Medium,Neutral,3,Male,60,62,81,87,52,53,B-
13,89,Yes,6,Medium,Medium,Negative,4,Male,57,57,82,83,88,50,B-
22,74,No,4,Low,Medium,Negative,3,Male,55,56,83,80,67,49,C+
15,64,No,5,Medium,Medium,Positive,2,Male,54,55,84,80,68,46,C+
17,81,Yes,9,High,Low,Positive,3,Female,58,51,82,83,58,49,C+
28,69,No,8,Medium,Medium,Neutral,4,Female,57,58,79,84,67,50,B-
25,81,No,9,Low,High,Negative,1,Female,54,59,85,84,77,51,B-
21,93,Yes,9,Low,Low,Neutral,2,Male,60,58,82,77,68,50,B-
12,85,Yes,6,Medium,Medium,Neutral,2,Male,50,56,83,83,72,49,C+
21,85,Yes,6,Medium,Medium,Neutral,4,Female,54,67,86,80,64,54,B-
26,82,Yes,7,Medium,High,Neutral,2,Male,63,58,89,82,76,52,B-
18,97,Yes,8,High,Medium,Positive,2,Male,65,64,81,83,85,55,B
28,97,Yes,9,Low,Medium,Negative,3,Female,61,67,86,84,43,53,B-
28,81,Yes,10,Medium,Low,Neutral,3,Male,54,58,82,79,45,51,B-
30,72,No,8,Medium,High,Positive,1,Male,56,60,84,83,74,51,B-
22,78,Yes,8,High,Medium,Negative,2,Female,57,57,83,77,59,50,B-
24,67,No,10,Low,Medium,Positive,2,Female,47,58,76,80,54,45,C+
28,85,No,7,Low,Medium,Neutral,3,Male,55,57,80,79,49,50,B-
23,80,No,9,Medium,High,Negative,2,Male,62,66,87,84,69,52,B-
17,64,Yes,8,Medium,Medium,Negative,3,Male,60,54,80,83,57,47,C+
17,68,Yes,8,Medium,High,Positive,3,Female,55,53,81,81,65,49,C+
21,79,Yes,7,High,Medium,Positive,1,Male,63,63,80,85,88,52,B-
12,96,No,5,High,Medium,Positive,2,Female,54,59,76,81,78,53,B-
19,83,No,8,Low,Medium,Positive,3,Female,62,63,81,84,80,52,B-
27,87,Yes,8,Medium,High,Neutral,3,Male,60,50,89,81,46,55,B
7,74,Yes,6,Low,High,Positive,2,Female,53,52,80,78,56,44,C
29,83,No,7,High,Low,Negative,4,Female,58,57,81,81,45,51,B-
27,78,No,6,Low,Medium,Positive,3,Male,64,54,86,77,88,51,B-
17,86,No,6,High,Medium,Neutral,3,Female,54,54,84,79,74,49,C+
23,62,No,6,Medium,Medium,Negative,2,Male,58,53,79,81,41,48,C+
20,80,Yes,5,Medium,Low,Negative,4,Female,56,57,84,82,64,49,C+
27,72,No,6,Medium,Medium,Negative,5,Female,57,52,85,84,53,50,B-
26,73,No,8,Medium,High,Positive,2,Male,58,60,76,81,67,51,B-
12,98,No,9,Low,Medium,Neutral,2,Female,55,64,85,72,49,50,B-
24,67,Yes,10,Medium,Medium,Positive,3,Female,54,55,81,77,43,46,C+
19,72,No,6,Medium,High,Neutral,2,Male,55,58,84,79,56,47,C+
20,80,No,9,High,Medium,Positive,3,Male,58,62,82,83,55,49,C+
16,95,Yes,8,Medium,Low,Positive,4,Male,60,65,77,84,76,52,B-
30,77,Yes,7,Medium,Medium,Neutral,3,Male,64,69,87,84,64,53,B-
26,90,No,8,High,High,Positive,2,Female,66,60,87,83,55,55,B
12,72,Yes,6,Low,Medium,Positive,2,Male,50,51,79,80,44,46,C+
18,76,No,6,Medium,Medium,Neutral,4,Male,62,62,81,86,73,51,B-
23,74,Yes,6,Low,High,Neutral,3,Male,53,61,84,79,47,50,B-
21,93,No,6,Medium,Medium,Positive,4,Male,62,63,79,81,54,52,B-
28,62,No,9,High,Medium,Negative,2,Male,58,64,81,78,54,48,C+
25,72,Yes,6,High,High,Neutral,4,Male,53,60,88,85,63,52,B-
26,87,No,6,High,High,Negative,4,Male,62,64,86,86,88,54,B-
22,83,Yes,7,Medium,Medium,Neutral,3,Female,56,53,78,79,56,50,B-
12,77,No,7,Low,High,Positive,4,Female,52,64,80,82,54,47,C+
19,82,Yes,6,Low,High,Positive,3,Female,64,57,83,78,48,51,B-
26,68,Yes,10,Medium,Medium,Positive,3,Male,55,56,81,80,60,50,B-
20,77,No,6,Low,Medium,Negative,2,Female,50,51,75,81,49,45,C+
23,80,No,7,Low,High,Negative,2,Female,59,56,82,78,47,51,B-
18,96,Yes,4,Medium,High,Positive,4,Female,66,59,85,84,83,55,B
14,70,Yes,7,Low,Medium,Negative,3,Male,51,49,74,81,43,44,C
19,95,Yes,5,Medium,Medium,Negative,4,Male,62,52,83,83,76,50,B-
22,86,No,6,High,High,Neutral,3,Male,63,57,83,82,50,53,B-
16,61,Yes,4,Low,Medium,Neutral,3,Male,42,59,75,79,41,42,C
19,89,Yes,6,High,High,Negative,4,Female,59,64,83,79,80,53,B-
14,61,No,7,High,Medium,Neutral,1,Female,49,55,78,80,75,43,C
27,100,No,7,Medium,High,Neutral,3,Male,67,70,86,87,57,57,B
18,95,Yes,6,High,High,Negative,3,Male,49,67,81,82,44,51,B-
29,72,No,7,Low,Medium,Positive,3,Female,68,50,80,83,58,50,B-
29,70,No,6,High,Medium,Neutral,4,Male,60,52,82,79,49,50,B-
20,75,Yes,7,High,Medium,Neutral,2,Female,58,53,83,78,87,49,C+
14,74,No,7,High,High,Neutral,2,Female,58,52,74,79,66,46,C+
7,75,No,7,Low,High,Positive,3,Male,62,51,79,79,88,45,C+
11,73,Yes,7,High,High,Neutral,3,Female,58,53,84,74,58,47,C+
12,85,Yes,6,High,Medium,Neutral,4,Male,63,60,83,79,68,51,B-
28,67,No,8,High,Medium,Positive,3,Female,56,56,79,79,50,48,C+
21,94,Yes,8,Low,Medium,Positive,4,Female,61,58,81,85,80,54,B-
22,92,Yes,7,Low,Medium,Negative,3,Female,57,49,81,83,42,51,B-
7,79,Yes,9,Medium,Medium,Negative,2,Male,50,48,81,75,75,45,C+
13,94,Yes,7,Medium,Medium,Negative,3,Male,56,56,84,80,60,51,B-
25,70,Yes,7,Low,Medium,Neutral,3,Male,54,58,83,87,69,51,B-
22,61,Yes,7,High,High,Neutral,3,Male,58,53,80,80,70,50,B-
19,85,Yes,7,Medium,Medium,Positive,2,Female,52,56,82,85,76,50,B-
23,78,Yes,6,Medium,High,Positive,4,Male,62,56,82,85,50,53,B-
30,83,Yes,4,Medium,Medium,Neutral,4,Female,60,59,78,79,67,52,B-
19,96,No,7,Medium,High,Positive,3,Male,62,56,79,86,61,53,B-
20,99,No,8,Low,Medium,Positive,2,Male,58,56,82,88,54,52,B-
21,85,Yes,5,Low,High,Positive,2,Female,73,55,85,87,65,53,B-
7,63,No,5,Medium,Medium,Neutral,2,Female,55,49,75,76,87,42,C
24,66,No,6,Medium,High,Neutral,4,Male,50,51,83,77,54,47,C+
19,89,Yes,10,Medium,Medium,Neutral,1,Female,64,67,80,83,84,55,B
23,77,Yes,8,Medium,Medium,Positive,3,Male,59,63,87,79,84,53,B-
16,78,No,7,Medium,High,Negative,1,Female,50,53,77,82,52,46,C+
20,72,Yes,7,Medium,High,Negative,3,Male,52,53,83,81,70,49,C+
24,84,No,9,Medium,Medium,Neutral,4,Male,65,64,81,78,83,55,B
25,85,No,9,Medium,Medium,Negative,3,Female,59,65,81,79,58,54,B-
15,67,Yes,6,Low,Low,Positive,3,Male,57,53,75,78,73,45,C+
17,63,Yes,8,Medium,High,Positive,1,Male,57,60,76,74,49,45,C+
17,73,No,6,Medium,Medium,Positive,1,Male,60,57,80,82,48,47,C+
9,69,Yes,10,Medium,Medium,Neutral,3,Male,53,60,75,83,82,48,C+
18,96,Yes,7,Low,Medium,Neutral,4,Female,61,59,81,85,42,51,B-
24,62,Yes,5,Low,Medium,Positive,3,Male,60,61,88,78,80,50,B-
12,67,Yes,8,Low,Medium,Neutral,3,Male,50,48,81,80,55,44,C
26,82,Yes,9,High,Medium,Negative,5,Female,56,57,83,77,64,51,B-
23,79,No,9,Medium,High,Neutral,3,Male,65,60,81,83,67,51,B-
16,62,No,7,Medium,High,Neutral,1,Female,54,54,83,76,78,45,C+
19,60,No,8,High,Low,Neutral,3,Female,55,55,79,81,84,45,C+
30,100,Yes,6,Low,Low,Positive,2,Male,62,70,90,86,80,57,B
24,86,Yes,8,Medium,Medium,Neutral,4,Female,54,52,87,77,69,51,B-
20,75,No,8,Medium,Low,Positive,4,Male,55,52,84,80,57,49,C+
20,71,No,5,High,High,Neutral,3,Male,56,57,85,82,42,48,C+
17,74,Yes,7,Medium,Medium,Positive,4,Male,53,53,84,82,52,49,C+
7,86,No,7,Medium,Medium,Positive,4,Male,58,73,83,78,58,50,B-
32,95,Yes,7,High,Medium,Negative,3,Male,61,69,87,89,56,59,B
21,67,Yes,7,High,High,Positive,3,Female,53,56,86,82,45,49,C+
22,94,No,9,High,High,Neutral,3,Female,62,56,83,80,43,51,B-
20,65,Yes,8,Low,Medium,Neutral,3,Female,56,52,77,75,61,46,C+
16,69,Yes,4,Medium,Low,Positive,4,Female,54,56,75,79,44,48,C+
19,61,No,10,Medium,Medium,Positive,3,Male,50,54,77,80,54,46,C+
10,66,No,4,Low,Medium,Negative,2,Male,46,48,81,79,64,42,C
34,97,No,8,Medium,Medium,Neutral,4,Male,64,63,79,80,50,57,B
13,78,Yes,5,Low,High,Positive,3,Male,55,59,78,77,44,45,C+
14,63,Yes,9,Medium,Low,Positive,4,Female,54,56,79,75,62,42,C
17,98,Yes,7,High,Medium,Positive,3,Male,60,63,83,76,62,54,B-
28,95,No,8,Medium,Medium,Neutral,3,Male,60,58,84,82,86,56,B
20,90,Yes,4,Medium,High,Positive,1,Male,60,61,83,83,46,51,B-
13,97,Yes,8,Medium,Medium,Neutral,1,Male,56,66,85,83,71,51,B-
28,69,Yes,8,Medium,Medium,Positive,6,Male,55,63,84,82,56,49,C+
24,93,Yes,8,Medium,Medium,Neutral,3,Male,65,63,81,80,46,52,B-
23,88,No,8,Medium,High,Neutral,4,Female,64,67,85,79,60,53,B-
24,95,Yes,7,High,High,Positive,3,Male,66,65,81,88,61,57,B
34,92,No,7,Low,High,Positive,5,Female,61,69,87,87,58,58,B
33,74,Yes,6,Medium,Medium,Neutral,3,Male,63,59,88,86,78,54,B-
16,91,Yes,6,Low,High,Positive,3,Male,66,63,85,78,82,54,B-
30,70,No,9,Medium,Medium,Negative,4,Female,55,62,84,81,47,48,C+
22,73,No,6,High,Medium,Positive,3,Male,61,53,83,79,48,48,C+
23,64,No,4,Low,Medium,Negative,1,Male,61,52,79,84,61,48,C+
10,97,No,6,Medium,Medium,Neutral,2,Female,64,58,85,78,56,50,B-
15,81,Yes,7,Medium,Medium,Neutral,3,Male,59,57,86,76,90,50,B-
25,76,Yes,8,Medium,Medium,Neutral,4,Female,64,65,80,83,49,54,B-
26,98,No,4,Low,High,Neutral,1,Female,68,61,80,80,78,55,B
8,73,Yes,4,Low,High,Neutral,4,Male,55,61,82,77,70,45,C+
20,91,Yes,7,Medium,Medium,Neutral,4,Male,59,55,83,81,72,53,B-
27,94,No,9,High,Medium,Neutral,4,Female,61,68,83,77,53,55,B
19,77,Yes,4,Medium,Low,Positive,4,Male,56,51,84,77,45,47,C+
24,75,Yes,8,High,Medium,Negative,1,Male,52,49,82,76,67,49,C+
22,90,Yes,9,Medium,Medium,Neutral,4,Male,59,61,85,85,71,52,B-
22,97,No,7,High,Medium,Negative,0,Female,66,61,84,83,88,54,B-
18,90,No,8,High,High,Positive,3,Male,51,54,86,81,74,51,B-
13,69,Yes,7,Low,Medium,Positive,2,Female,60,46,87,77,62,46,C+
13,96,Yes,7,Medium,High,Negative,3,Male,66,62,87,85,90,54,B-
24,76,Yes,8,Low,Medium,Negative,1,Male,54,60,77,81,59,48,C+
20,83,Yes,10,Medium,High,Neutral,1,Female,59,59,82,77,48,49,C+
19,93,Yes,6,Medium,Medium,Positive,3,Female,59,59,91,82,71,51,B-
17,68,Yes,7,Medium,Medium,Neutral,3,Male,57,54,78,76,53,44,C
18,91,No,6,Medium,Medium,Positive,3,Male,66,62,83,84,86,54,B-
26,84,Yes,7,Medium,Medium,Neutral,2,Female,56,54,82,84,61,53,B-
18,96,No,7,Low,Medium,Negative,3,Female,59,50,86,78,47,49,C+
12,67,Yes,9,Low,Medium,Positive,2,Male,51,51,80,76,47,44,C
24,77,Yes,9,Low,Medium,Neutral,2,Male,58,57,83,82,72,50,B-
19,93,Yes,8,Medium,High,Positive,3,Female,60,67,84,81,58,55,B
20,61,No,9,Medium,Low,Positive,3,Female,63,59,85,79,58,48,C+
30,64,No,6,Low,Medium,Negative,2,Female,63,61,80,77,71,51,B-
20,100,Yes,6,High,Medium,Positive,4,Male,58,59,84,82,51,53,B-
22,71,Yes,8,Medium,High,Negative,4,Male,49,48,82,79,47,46,C+
13,99,No,7,Medium,Medium,Neutral,4,Female,59,62,85,85,73,52,B-
19,67,No,10,Medium,Medium,Positive,3,Male,55,55,79,80,40,45,C+
24,74,No,4,High,Medium,Neutral,4,Female,63,51,89,78,85,54,B-
11,90,Yes,8,Low,High,Positive,4,Male,60,51,78,75,49,47,C+
21,86,No,8,Medium,High,Positive,3,Male,63,57,75,82,62,52,B-
21,83,Yes,6,High,High,Positive,3,Male,66,62,87,82,51,54,B-
20,81,Yes,6,Low,Medium,Positive,4,Female,55,50,83,76,51,46,C+
26,94,Yes,6,Low,High,Neutral,3,Female,58,63,87,79,82,55,B
22,69,Yes,5,Medium,Low,Positive,3,Male,56,56,89,75,69,49,C+
29,78,Yes,9,Medium,Medium,Neutral,4,Male,64,59,78,85,56,52,B-
14,66,Yes,10,Low,Medium,Positive,3,Male,51,48,82,78,53,43,C
21,84,Yes,6,Low,High,Negative,4,Female,61,56,87,79,51,51,B-
21,70,No,6,Medium,Low,Neutral,2,Male,55,51,88,77,68,48,C+
14,73,No,5,High,Medium,Positive,4,Female,54,59,79,81,77,50,B-
26,79,Yes,5,Medium,Medium,Positive,2,Male,57,59,79,83,53,49,C+
34,61,Yes,6,High,Medium,Neutral,2,Male,60,55,82,85,57,51,B-
20,64,Yes,9,Medium,High,Negative,4,Female,51,61,85,77,76,46,C+
23,87,Yes,10,Medium,Medium,Positive,3,Male,63,62,86,88,77,56,B
21,77,Yes,6,Medium,Medium,Neutral,3,Male,53,64,78,81,50,49,C+
16,95,Yes,6,Low,High,Neutral,3,Male,62,55,83,74,59,50,B-
9,88,Yes,5,Low,Medium,Neutral,4,Male,56,48,85,85,83,49,C+
16,60,No,8,Low,Low,Positive,5,Male,56,53,80,83,77,43,C
12,85,No,8,Low,High,Positive,3,Male,64,59,82,79,48,50,B-
30,64,No,7,Medium,Low,Negative,4,Female,58,58,84,80,59,50,B-
19,91,Yes,6,High,Medium,Neutral,2,Female,57,58,87,80,89,53,B-
18,100,No,9,Low,Medium,Positive,2,Female,52,60,82,81,66,52,B-
25,81,Yes,8,Medium,Medium,Negative,3,Male,53,56,78,81,76,51,B-
13,87,Yes,8,High,High,Positive,3,Female,53,56,85,80,45,50,B-
15,69,No,8,Low,Medium,Neutral,1,Male,59,58,83,81,82,46,C+
20,78,No,7,High,Medium,Positive,3,Male,61,62,85,84,70,53,B-
26,94,No,6,High,Medium,Neutral,3,Female,63,64,80,84,49,54,B-
23,67,Yes,8,Low,Medium,Neutral,2,Female,50,57,82,78,59,50,B-
21,71,No,8,High,Medium,Neutral,3,Male,50,53,77,81,44,47,C+
20,78,No,8,High,Medium,Neutral,4,Female,60,52,83,83,79,49,C+
22,88,Yes,5,Low,High,Neutral,3,Male,62,59,88,82,77,53,B-
21,75,Yes,8,High,Medium,Negative,2,Male,55,41,80,81,65,48,C+
14,97,Yes,7,Medium,Low,Positive,3,Male,61,56,80,84,63,51,B-
20,64,Yes,6,High,High,Negative,5,Female,62,55,80,78,63,48,C+
14,75,No,8,Medium,Medium,Neutral,1,Male,55,58,78,79,42,48,C+
20,88,Yes,7,Medium,High,Positive,4,Female,60,59,81,83,58,52,B-
17,69,No,10,Medium,Medium,Neutral,4,Female,55,55,81,83,46,46,C+
35,86,No,8,Medium,Low,Positive,2,Female,70,51,87,76,49,53,B-
20,67,Yes,7,Medium,Medium,Neutral,4,Male,47,55,82,84,88,47,C+
12,62,Yes,7,High,Medium,Neutral,4,Female,56,45,83,78,53,45,C+
23,97,Yes,9,High,Medium,Positive,3,Male,64,58,89,84,84,56,B
30,82,Yes,7,Medium,High,Neutral,3,Female,65,62,89,82,61,55,B
16,92,Yes,7,High,Medium,Neutral,2,Male,56,64,82,83,66,51,B-
11,73,No,5,Medium,Medium,Positive,4,Male,53,54,81,80,48,45,C+
25,84,No,8,Medium,Medium,Neutral,4,Male,61,58,85,79,54,50,B-
12,80,No,6,Medium,High,Negative,4,Male,65,53,84,79,65,45,C+
17,98,No,6,Medium,Medium,Positive,3,Male,66,60,82,82,58,55,B
18,90,No,7,High,High,Negative,2,Male,55,55,79,77,42,50,B-
20,89,Yes,6,Low,Medium,Positive,3,Female,57,61,84,81,60,51,B-
24,62,Yes,6,Medium,Medium,Neutral,3,Female,54,50,81,81,81,48,C+
16,82,No,7,Low,High,Negative,1,Female,63,72,85,85,46,62,B+
18,79,No,9,High,Medium,Positive,3,Male,56,55,83,81,41,49,C+
20,97,Yes,8,Low,Medium,Neutral,2,Female,62,62,77,83,46,51,B-
21,70,Yes,8,Medium,High,Positive,3,Male,51,60,76,74,74,48,C+
21,71,Yes,8,Medium,Medium,Neutral,4,Female,62,50,84,81,80,50,B-
23,76,Yes,6,Low,Medium,Neutral,4,Male,60,55,81,76,42,50,B-
22,65,Yes,4,High,Medium,Positive,4,Female,56,55,78,84,71,51,B-
23,94,No,8,Low,Medium,Positive,3,Male,62,55,84,84,66,55,B
11,82,No,8,High,Medium,Neutral,5,Male,62,51,82,82,53,48,C+
20,94,No,7,Low,Medium,Positive,3,Female,59,67,84,80,59,48,C+
23,93,Yes,6,Low,Medium,Positive,2,Male,61,63,85,82,87,53,B-
16,82,Yes,6,Medium,Medium,Neutral,4,Male,58,67,83,84,71,51,B-
16,63,No,8,Medium,High,Positive,3,Male,54,58,80,79,69,46,C+
17,97,Yes,8,Low,Medium,Neutral,2,Male,57,55,81,82,51,51,B-
23,76,Yes,8,Medium,Low,Neutral,2,Female,52,58,87,80,88,52,B-
26,76,Yes,8,Low,Low,Positive,4,Male,65,59,83,77,78,49,C+
18,72,Yes,8,High,Medium,Neutral,4,Female,56,57,80,82,59,47,C+
25,78,Yes,8,Medium,Medium,Negative,4,Male,61,57,81,81,81,52,B-
21,70,No,6,Medium,Medium,Neutral,3,Male,53,46,76,81,51,45,C+
19,75,Yes,5,High,Medium,Negative,3,Female,53,71,83,79,51,48,C+
19,92,Yes,7,Medium,High,Positive,2,Female,60,60,79,84,80,53,B-
24,93,Yes,8,Medium,Medium,Neutral,4,Female,57,61,88,85,68,55,B
22,72,No,5,High,High,Positive,3,Female,66,57,84,82,68,49,C+
