Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
24,72,Yes,7,High,Medium,Positive,4,Male,71,72,83,84,80,67,A-
22,68,No,7,Medium,Medium,Positive,4,Male,73,73,90,84,74,66,A-
22,91,Yes,8,Medium,High,Neutral,2,Male,77,87,92,86,93,70,A
20,89,No,7,Low,Medium,Neutral,3,Male,82,86,89,88,82,72,A
20,85,Yes,9,Medium,Medium,Neutral,3,Male,80,69,79,84,78,69,A-
34,75,Yes,5,Medium,Medium,Positive,3,Male,73,77,87,84,64,68,A-
27,96,No,7,Medium,Medium,Neutral,2,Male,82,82,88,87,91,74,A
24,99,No,8,High,Medium,Neutral,3,Male,70,81,93,91,51,70,A
21,67,Yes,9,High,Medium,Positive,4,Male,80,71,87,90,93,67,A-
26,69,Yes,5,Medium,High,Neutral,2,Female,74,72,83,84,81,68,A-
23,81,No,6,Medium,High,Neutral,1,Female,77,74,85,83,57,69,A-
20,64,No,4,Medium,Medium,Neutral,4,Male,73,71,81,83,93,66,A-
18,77,No,6,High,High,Positive,3,Male,78,77,91,81,64,66,A-
20,83,Yes,5,Medium,Medium,Neutral,3,Male,65,70,88,83,56,68,A-
1,81,Yes,8,Medium,Medium,Negative,2,Male,68,65,88,78,64,60,B+
21,73,No,7,High,High,Positive,4,Male,77,69,85,85,96,69,A-
17,82,No,7,Medium,Medium,Negative,1,Male,72,78,91,87,86,66,A-
30,98,Yes,7,Medium,Medium,Neutral,3,Female,92,90,88,90,94,77,A
20,68,No,9,Low,Medium,Negative,5,Male,68,69,82,85,63,63,B+
13,86,Yes,5,Medium,High,Neutral,3,Male,77,72,88,80,52,66,A-
20,62,Yes,4,Medium,Medium,Positive,4,Female,73,74,86,80,76,64,B+
14,63,No,8,Medium,Medium,Neutral,4,Female,76,77,85,78,72,63,B+
23,82,Yes,6,Medium,Medium,Neutral,4,Male,73,77,79,87,84,68,A-
22,64,No,5,Medium,Medium,Negative,2,Male,70,70,78,82,75,65,A-
26,61,Yes,8,Low,Medium,Neutral,4,Male,77,65,86,82,68,65,A-
20,83,Yes,6,Medium,Medium,Positive,3,Male,78,71,89,81,71,68,A-
12,88,Yes,4,Medium,High,Neutral,2,Male,64,70,82,82,54,62,B+
24,68,Yes,7,Medium,High,Positive,3,Male,73,72,86,82,94,67,A-
23,87,Yes,9,High,Medium,Positive,1,Female,82,82,89,93,94,73,A
23,67,Yes,6,Medium,Medium,Positive,3,Female,80,74,88,82,88,69,A-
20,85,No,6,Low,Medium,Negative,2,Male,70,68,85,79,56,65,A-
22,76,Yes,10,Medium,High,Neutral,3,Male,63,68,88,86,55,66,A-
30,86,No,8,Medium,Low,Positive,2,Male,83,88,88,89,76,73,A
18,100,Yes,10,Medium,Medium,Neutral,3,Male,75,84,91,86,84,72,A
21,98,Yes,7,Low,Low,Neutral,1,Male,72,87,91,87,93,72,A
13,60,Yes,7,Medium,Medium,Positive,1,Female,58,71,80,85,93,61,B+
15,95,Yes,9,Low,High,Neutral,3,Female,80,75,90,92,56,69,A-
21,63,No,7,Medium,Medium,Neutral,2,Female,74,80,79,83,98,66,A-
27,98,No,7,Medium,Medium,Positive,3,Female,81,81,91,82,56,74,A
18,71,Yes,4,Medium,Medium,Negative,4,Female,77,73,84,85,90,64,B+
19,75,Yes,10,Medium,Medium,Neutral,2,Female,76,73,88,86,77,66,A-
18,64,Yes,8,Medium,Medium,Neutral,3,Female,78,58,88,86,82,64,B+
17,64,No,7,Low,Medium,Positive,4,Male,69,81,85,88,78,66,A-
22,89,No,8,Medium,Low,Neutral,5,Male,80,82,87,92,91,72,A
11,98,Yes,5,High,Medium,Neutral,2,Male,73,80,91,87,80,71,A
28,84,Yes,6,Medium,Medium,Negative,3,Female,77,77,89,87,90,70,A
16,89,Yes,8,Low,Medium,Neutral,3,Male,74,75,83,84,56,67,A-
24,90,No,7,Low,High,Neutral,2,Male,81,76,89,89,91,71,A
12,71,No,8,Medium,Medium,Neutral,3,Male,71,73,89,82,98,63,B+
24,62,No,7,Low,Low,Neutral,2,Female,74,66,85,82,81,64,B+
24,60,Yes,8,Medium,Low,Neutral,1,Male,75,73,84,79,97,64,B+
22,74,No,5,Medium,Medium,Positive,3,Female,81,75,85,75,59,65,A-
14,70,Yes,9,High,Medium,Neutral,4,Female,72,72,84,85,89,65,A-
21,62,No,6,Medium,High,Neutral,3,Female,66,71,88,81,56,62,B+
13,67,Yes,7,Medium,Medium,Neutral,5,Male,74,68,82,82,74,65,A-
18,65,No,6,Low,High,Neutral,2,Male,69,67,85,84,81,64,B+
26,97,Yes,7,Low,Medium,Positive,3,Male,88,83,90,88,81,74,A
25,66,Yes,7,Low,Medium,Positive,1,Male,74,78,91,85,82,67,A-
20,82,No,8,Low,Medium,Positive,2,Male,72,65,85,88,64,66,A-
14,84,No,8,Medium,High,Neutral,4,Female,76,80,88,85,97,70,A
24,82,No,8,Medium,Medium,Positive,2,Male,79,73,88,82,48,68,A-
6,73,No,8,Low,Medium,Neutral,1,Female,65,65,83,84,91,58,B
25,62,Yes,7,Low,Medium,Neutral,4,Male,71,67,89,81,93,65,A-
20,76,Yes,7,Medium,Medium,Negative,5,Female,82,72,87,84,84,68,A-
27,68,No,8,Medium,High,Negative,1,Female,69,76,85,84,77,64,B+
13,82,No,5,Low,Medium,Negative,4,Male,74,74,84,82,71,66,A-
1,88,Yes,4,High,Medium,Negative,2,Male,100,98,97,96,70,92,A+
22,81,Yes,9,Medium,Low,Negative,4,Male,71,76,85,84,69,69,A-
22,77,No,7,Low,Medium,Neutral,2,Male,78,78,82,85,83,68,A-
10,75,No,8,Low,Medium,Positive,4,Female,67,73,88,86,85,63,B+
14,94,Yes,6,Medium,Low,Neutral,3,Male,75,71,84,80,74,64,B+
37,69,Yes,9,Medium,Medium,Negative,2,Female,72,81,91,85,85,68,A-
18,89,No,8,High,Medium,Positive,2,Male,78,79,86,83,74,67,A-
24,90,Yes,7,Medium,Medium,Negative,2,Male,80,78,83,82,53,68,A-
7,72,Yes,4,Medium,Medium,Positive,4,Male,77,74,82,82,92,66,A-
19,79,Yes,8,Medium,High,Neutral,2,Male,77,79,82,89,61,68,A-
18,64,Yes,9,Low,High,Neutral,3,Male,71,73,84,83,87,64,B+
18,62,Yes,7,Medium,Medium,Negative,3,Female,69,75,86,84,74,63,B+
19,64,Yes,7,Medium,Medium,Neutral,4,Female,76,74,86,84,54,62,B+
22,67,No,7,High,Medium,Positive,2,Male,71,69,86,89,68,66,A-
19,80,Yes,9,Medium,Medium,Negative,2,Male,69,68,85,85,52,65,A-
12,94,Yes,9,Medium,Low,Negative,3,Male,76,71,81,82,87,66,A-
23,69,Yes,6,Medium,High,Negative,4,Male,71,78,87,80,58,66,A-
8,97,Yes,8,High,Medium,Neutral,2,Female,73,70,85,91,56,69,A-
8,98,Yes,7,Medium,High,Negative,3,Female,69,76,89,87,58,67,A-
24,98,No,8,Medium,High,Positive,3,Female,81,84,90,89,59,75,A
23,94,Yes,6,High,High,Neutral,3,Male,81,86,90,84,82,73,A
20,75,Yes,9,High,Low,Positive,5,Female,75,74,82,81,80,66,A-
12,63,No,8,Low,Medium,Positive,4,Male,73,63,84,81,54,61,B+
16,83,Yes,9,Medium,High,Negative,4,Female,78,71,85,85,84,68,A-
18,82,Yes,5,High,High,Neutral,4,Male,74,69,86,86,65,67,A-
10,94,No,5,Medium,Medium,Negative,3,Male,73,71,88,84,71,66,A-
16,100,No,10,Medium,Medium,Neutral,2,Female,79,76,88,85,54,69,A-
24,80,No,9,Low,Medium,Positive,4,Male,82,71,90,86,83,69,A-
29,74,Yes,6,Medium,High,Negative,1,Female,75,81,82,83,67,67,A-
17,67,No,8,Medium,Medium,Positive,4,Female,71,67,91,88,80,65,A-
25,60,No,6,Low,Medium,Positive,2,Male,67,77,88,88,69,63,B+
9,80,Yes,4,Low,Medium,Positive,2,Female,65,76,83,79,50,63,B+
24,82,No,4,Low,Medium,Negative,2,Male,76,78,79,82,83,66,A-
15,93,Yes,7,Low,Medium,Negative,4,Male,76,71,84,86,76,66,A-
22,80,Yes,9,Low,Medium,Neutral,4,Female,79,78,87,80,70,69,A-
19,97,Yes,9,High,Medium,Negative,4,Female,79,74,84,85,58,72,A
28,85,Yes,9,Low,Medium,Neutral,3,Male,83,82,82,90,79,70,A
15,94,Yes,8,Medium,Medium,Negative,1,Male,74,75,84,90,62,68,A-
24,66,Yes,7,Low,High,Neutral,3,Male,78,72,85,82,69,66,A-
18,94,Yes,9,Medium,Medium,Negative,3,Female,75,69,84,86,51,67,A-
19,87,No,4,Medium,Low,Positive,5,Female,74,65,87,80,87,68,A-
19,67,Yes,8,Medium,High,Positive,4,Male,72,65,85,83,53,62,B+
15,68,No,5,High,Medium,Positive,2,Female,74,77,86,86,93,64,B+
20,97,Yes,6,Low,High,Positive,1,Male,80,77,89,85,91,71,A
20,61,No,8,Medium,High,Neutral,4,Male,73,72,87,81,97,65,A-
21,79,Yes,8,High,Medium,Neutral,2,Female,77,80,89,87,93,69,A-
21,73,No,6,Medium,Medium,Neutral,5,Male,82,81,87,84,97,65,A-
25,87,No,8,High,High,Positive,4,Male,83,85,87,89,92,71,A
26,94,No,8,Low,Medium,Negative,2,Female,80,72,87,88,54,69,A-
14,74,Yes,7,High,Medium,Negative,3,Male,73,64,92,85,70,65,A-
25,77,Yes,7,Medium,Medium,Neutral,1,Male,78,84,82,85,52,66,A-
13,99,Yes,10,Low,High,Negative,3,Female,78,86,88,89,75,68,A-
24,91,Yes,7,Medium,Medium,Positive,2,Female,80,80,87,89,74,72,A
24,96,Yes,7,Medium,Medium,Negative,3,Female,81,76,88,89,94,74,A
9,78,No,7,Low,Medium,Positive,2,Male,72,76,87,86,96,64,B+
21,69,Yes,7,Medium,Medium,Positive,3,Male,60,71,91,78,61,64,B+
17,76,Yes,8,Low,Medium,Neutral,4,Female,72,70,86,82,77,63,B+
15,89,No,9,High,Low,Neutral,2,Male,72,78,83,81,71,66,A-
28,64,Yes,7,Medium,Medium,Positive,2,Male,81,76,83,86,75,67,A-
16,71,Yes,6,Low,Medium,Neutral,5,Male,72,66,88,79,75,64,B+
15,62,No,10,Low,High,Positive,4,Male,65,68,85,84,94,62,B+
24,93,No,4,Low,High,Negative,2,Female,79,82,86,85,54,71,A
19,61,Yes,10,Low,Medium,Positive,6,Female,67,73,88,80,65,63,B+
27,87,Yes,9,Medium,High,Positive,4,Male,82,81,87,92,86,72,A
23,97,No,9,Low,Medium,Positive,3,Female,80,83,87,86,82,71,A
7,69,No,9,Low,High,Positive,3,Female,73,67,84,85,80,61,B+
17,88,Yes,10,Medium,High,Positive,2,Female,76,79,89,83,98,71,A
17,99,No,5,Low,Medium,Neutral,4,Male,77,61,86,86,65,69,A-
4,69,Yes,6,Medium,High,Neutral,2,Male,64,67,84,82,97,61,B+
35,64,No,6,High,High,Neutral,2,Male,79,79,84,89,83,68,A-
23,66,Yes,7,High,Medium,Positive,2,Male,77,73,88,84,80,67,A-
21,88,No,6,Medium,Medium,Neutral,4,Male,80,76,85,85,56,70,A
27,89,No,5,Medium,Medium,Neutral,3,Male,77,72,88,80,60,69,A-
34,87,No,6,High,Medium,Neutral,2,Male,82,84,86,86,67,72,A
25,73,Yes,7,Medium,Medium,Positive,2,Male,80,76,86,87,71,66,A-
26,67,No,9,Medium,Medium,Positive,3,Male,74,78,85,87,73,67,A-
21,83,No,6,High,High,Neutral,2,Female,78,70,96,87,93,70,A
19,79,Yes,8,Medium,Medium,Neutral,4,Male,72,75,86,90,53,68,A-
17,89,Yes,5,High,Medium,Positive,2,Female,73,74,84,88,60,68,A-
15,78,No,4,High,High,Negative,2,Female,73,71,79,82,55,65,A-
16,74,Yes,7,Medium,Low,Positive,3,Female,75,68,81,82,85,63,B+
12,72,Yes,6,High,Medium,Positive,4,Female,69,68,82,82,97,62,B+
20,68,Yes,6,Medium,Medium,Positive,4,Female,73,77,84,81,93,66,A-
10,71,Yes,6,Medium,Low,Negative,2,Male,68,61,88,79,84,62,B+
21,64,Yes,6,Low,Low,Negative,3,Female,67,77,80,82,49,61,B+
20,74,Yes,6,High,Medium,Negative,4,Female,72,73,87,85,65,63,B+
17,67,No,5,High,Medium,Positive,3,Male,66,71,83,84,81,64,B+
38,90,Yes,4,Low,Medium,Neutral,4,Male,87,86,93,92,58,74,A
28,73,Yes,4,Medium,High,Positive,2,Female,75,71,86,89,71,70,A
21,89,No,7,Medium,Medium,Positive,2,Female,79,73,90,88,74,68,A-
16,83,Yes,9,Medium,High,Neutral,2,Male,72,76,84,83,93,69,A-
12,61,Yes,7,Medium,Medium,Neutral,3,Male,73,76,89,80,79,62,B+
23,90,Yes,7,Medium,Low,Positive,2,Male,82,78,87,86,60,71,A
26,94,Yes,5,Low,High,Neutral,2,Male,78,79,90,88,51,69,A-
26,67,Yes,6,High,High,Neutral,3,Male,72,73,85,89,79,68,A-
28,73,Yes,7,Low,Medium,Positive,2,Male,74,75,92,83,61,65,A-
15,67,Yes,4,High,Medium,Positive,5,Male,68,80,88,88,92,65,A-
23,84,Yes,9,Low,High,Positive,4,Female,72,77,88,82,54,65,A-
24,88,No,9,Medium,High,Negative,3,Female,84,79,87,86,69,72,A
17,73,No,4,High,High,Negative,4,Female,74,74,83,85,57,63,B+
15,82,Yes,6,High,Medium,Positive,2,Male,76,78,85,82,88,68,A-
30,88,Yes,7,Low,High,Positive,3,Female,76,82,87,85,66,72,A
21,77,Yes,8,Medium,Medium,Positive,2,Male,76,79,81,88,57,66,A-
24,94,No,9,High,Medium,Neutral,3,Female,79,84,87,86,84,71,A
15,91,Yes,6,Low,Medium,Positive,3,Female,66,74,87,83,89,67,A-
13,63,No,10,Low,High,Negative,3,Male,72,72,82,81,71,61,B+
17,85,Yes,7,Medium,High,Neutral,2,Female,78,76,87,84,67,70,A
14,82,Yes,8,Medium,Medium,Negative,2,Male,77,68,85,75,81,64,B+
20,98,Yes,7,Medium,Medium,Neutral,3,Female,72,74,88,83,81,68,A-
10,95,No,7,High,Medium,Positive,3,Male,66,77,86,85,62,70,A
13,76,Yes,10,High,Low,Neutral,3,Male,74,65,79,86,95,65,A-
24,72,No,7,Medium,Medium,Neutral,2,Female,76,79,80,87,59,67,A-
24,69,Yes,6,Medium,High,Neutral,4,Male,67,60,84,82,67,65,A-
18,81,Yes,6,Medium,Medium,Positive,4,Female,69,85,86,88,62,65,A-
14,65,Yes,9,Low,High,Positive,4,Female,83,79,86,80,95,65,A-
14,82,Yes,8,High,Medium,Negative,2,Male,73,72,90,84,89,66,A-
18,60,No,5,Low,Medium,Negative,4,Male,73,70,81,80,89,62,B+
24,73,Yes,5,Low,Medium,Negative,2,Male,68,72,85,86,48,63,B+
26,69,Yes,7,Medium,Medium,Neutral,3,Male,63,68,87,85,82,63,B+
17,99,Yes,8,Medium,Medium,Neutral,3,Male,77,79,85,91,60,70,A
13,89,Yes,6,Medium,Medium,Negative,4,Male,74,74,86,87,96,67,A-
22,74,No,4,Low,Medium,Negative,3,Male,72,73,87,84,75,66,A-
15,64,No,5,Medium,Medium,Positive,2,Male,71,72,88,83,76,63,B+
17,81,Yes,9,High,Low,Positive,3,Female,75,68,86,86,66,66,A-
28,69,No,8,Medium,Medium,Neutral,4,Female,74,75,83,88,75,67,A-
25,81,No,9,Low,High,Negative,1,Female,71,76,89,88,85,68,A-
21,93,Yes,9,Low,Low,Neutral,2,Male,77,75,86,81,76,67,A-
12,85,Yes,6,Medium,Medium,Neutral,2,Male,67,73,87,87,80,66,A-
21,85,Yes,6,Medium,Medium,Neutral,4,Female,71,84,90,83,72,71,A
26,82,Yes,7,Medium,High,Neutral,2,Male,80,75,93,86,84,69,A-
18,97,Yes,8,High,Medium,Positive,2,Male,82,81,85,86,93,72,A
28,97,Yes,9,Low,Medium,Negative,3,Female,78,83,90,87,51,70,A
28,81,Yes,10,Medium,Low,Neutral,3,Male,71,75,86,83,53,68,A-
30,72,No,8,Medium,High,Positive,1,Male,73,77,88,87,82,68,A-
22,78,Yes,8,High,Medium,Negative,2,Female,74,74,87,80,67,67,A-
24,67,No,10,Low,Medium,Positive,2,Female,64,75,80,83,62,62,B+
28,85,No,7,Low,Medium,Neutral,3,Male,72,74,84,83,57,67,A-
23,80,No,9,Medium,High,Negative,2,Male,79,82,91,88,77,69,A-
17,64,Yes,8,Medium,Medium,Negative,3,Male,77,71,84,87,65,64,B+
17,68,Yes,8,Medium,High,Positive,3,Female,72,70,85,84,73,66,A-
21,79,Yes,7,High,Medium,Positive,1,Male,80,80,84,88,96,69,A-
12,96,No,5,High,Medium,Positive,2,Female,71,76,80,85,86,70,A
19,83,No,8,Low,Medium,Positive,3,Female,79,79,85,88,88,69,A-
27,87,Yes,8,Medium,High,Neutral,3,Male,77,67,93,85,54,72,A
7,74,Yes,6,Low,High,Positive,2,Female,70,69,84,81,64,61,B+
29,83,No,7,High,Low,Negative,4,Female,75,74,85,85,53,68,A-
27,78,No,6,Low,Medium,Positive,3,Male,81,71,90,81,96,68,A-
17,86,No,6,High,Medium,Neutral,3,Female,71,71,88,82,82,66,A-
23,62,No,6,Medium,Medium,Negative,2,Male,75,70,83,84,49,65,A-
20,80,Yes,5,Medium,Low,Negative,4,Female,73,73,88,86,72,66,A-
27,72,No,6,Medium,Medium,Negative,5,Female,74,69,89,88,61,67,A-
26,73,No,8,Medium,High,Positive,2,Male,75,77,80,85,75,68,A-
12,98,No,9,Low,Medium,Neutral,2,Female,72,81,89,76,57,67,A-
24,67,Yes,10,Medium,Medium,Positive,3,Female,71,72,85,81,51,63,B+
19,72,No,6,Medium,High,Neutral,2,Male,72,75,88,83,64,64,B+
20,80,No,9,High,Medium,Positive,3,Male,75,79,86,86,63,66,A-
16,95,Yes,8,Medium,Low,Positive,4,Male,77,82,81,87,84,69,A-
30,77,Yes,7,Medium,Medium,Neutral,3,Male,81,86,91,87,72,70,A
26,90,No,8,High,High,Positive,2,Female,83,77,91,87,63,72,A
12,72,Yes,6,Low,Medium,Positive,2,Male,67,67,83,84,52,63,B+
18,76,No,6,Medium,Medium,Neutral,4,Male,79,79,85,89,81,68,A-
23,74,Yes,6,Low,High,Neutral,3,Male,70,78,88,83,55,67,A-
21,93,No,6,Medium,Medium,Positive,4,Male,79,80,83,85,62,69,A-
28,62,No,9,High,Medium,Negative,2,Male,75,81,85,82,62,65,A-
25,72,Yes,6,High,High,Neutral,4,Male,70,77,92,89,71,69,A-
26,87,No,6,High,High,Negative,4,Male,79,81,90,90,96,71,A
22,83,Yes,7,Medium,Medium,Neutral,3,Female,73,70,82,82,64,67,A-
12,77,No,7,Low,High,Positive,4,Female,69,81,84,86,62,64,B+
19,82,Yes,6,Low,High,Positive,3,Female,81,74,87,82,56,68,A-
26,68,Yes,10,Medium,Medium,Positive,3,Male,72,73,85,84,68,67,A-
20,77,No,6,Low,Medium,Negative,2,Female,67,68,79,84,57,62,B+
23,80,No,7,Low,High,Negative,2,Female,76,73,86,82,55,68,A-
18,96,Yes,4,Medium,High,Positive,4,Female,83,76,89,87,91,72,A
14,70,Yes,7,Low,Medium,Negative,3,Male,68,66,78,84,51,61,B+
19,95,Yes,5,Medium,Medium,Negative,4,Male,79,69,87,86,84,67,A-
22,86,No,6,High,High,Neutral,3,Male,80,74,87,86,58,70,A
16,61,Yes,4,Low,Medium,Neutral,3,Male,59,75,79,83,49,59,B
19,89,Yes,6,High,High,Negative,4,Female,76,81,87,83,88,70,A
14,61,No,7,High,Medium,Neutral,1,Female,66,72,82,83,83,60,B+
27,100,No,7,Medium,High,Neutral,3,Male,84,87,90,91,65,74,A
18,95,Yes,6,High,High,Negative,3,Male,66,84,85,86,52,68,A-
29,72,No,7,Low,Medium,Positive,3,Female,85,67,84,87,66,67,A-
29,70,No,6,High,Medium,Neutral,4,Male,77,69,86,83,57,67,A-
20,75,Yes,7,High,Medium,Neutral,2,Female,75,70,87,82,95,66,A-
14,74,No,7,High,High,Neutral,2,Female,75,69,78,83,74,63,B+
7,75,No,7,Low,High,Positive,3,Male,79,68,83,82,96,62,B+
11,73,Yes,7,High,High,Neutral,3,Female,75,70,88,78,66,64,B+
12,85,Yes,6,High,Medium,Neutral,4,Male,80,77,87,83,76,68,A-
28,67,No,8,High,Medium,Positive,3,Female,73,73,83,83,58,65,A-
21,94,Yes,8,Low,Medium,Positive,4,Female,78,75,85,89,88,71,A
22,92,Yes,7,Low,Medium,Negative,3,Female,74,66,85,87,50,68,A-
7,79,Yes,9,Medium,Medium,Negative,2,Male,67,65,85,79,83,62,B+
13,94,Yes,7,Medium,Medium,Negative,3,Male,73,73,88,84,68,68,A-
25,70,Yes,7,Low,Medium,Neutral,3,Male,71,75,87,90,77,68,A-
22,61,Yes,7,High,High,Neutral,3,Male,75,70,84,83,78,67,A-
19,85,Yes,7,Medium,Medium,Positive,2,Female,69,72,86,88,84,67,A-
23,78,Yes,6,Medium,High,Positive,4,Male,79,73,86,89,58,70,A
30,83,Yes,4,Medium,Medium,Neutral,4,Female,77,76,82,82,75,69,A-
19,96,No,7,Medium,High,Positive,3,Male,79,73,83,90,69,70,A
20,99,No,8,Low,Medium,Positive,2,Male,75,73,86,91,62,69,A-
21,85,Yes,5,Low,High,Positive,2,Female,90,72,89,91,73,70,A
7,63,No,5,Medium,Medium,Neutral,2,Female,72,66,79,80,95,59,B
24,66,No,6,Medium,High,Neutral,4,Male,67,68,87,81,62,64,B+
19,89,Yes,10,Medium,Medium,Neutral,1,Female,81,84,84,87,92,72,A
23,77,Yes,8,Medium,Medium,Positive,3,Male,76,79,91,82,92,70,A
16,78,No,7,Medium,High,Negative,1,Female,67,70,81,86,60,63,B+
20,72,Yes,7,Medium,High,Negative,3,Male,69,70,87,85,78,66,A-
24,84,No,9,Medium,Medium,Neutral,4,Male,82,81,85,81,91,72,A
25,85,No,9,Medium,Medium,Negative,3,Female,76,82,85,83,66,71,A
15,67,Yes,6,Low,Low,Positive,3,Male,74,70,79,82,81,62,B+
17,63,Yes,8,Medium,High,Positive,1,Male,74,77,80,77,57,62,B+
17,73,No,6,Medium,Medium,Positive,1,Male,77,74,84,86,56,64,B+
9,69,Yes,10,Medium,Medium,Neutral,3,Male,70,77,79,87,90,65,A-
18,96,Yes,7,Low,Medium,Neutral,4,Female,78,76,85,88,50,68,A-
24,62,Yes,5,Low,Medium,Positive,3,Male,77,78,92,82,88,67,A-
12,67,Yes,8,Low,Medium,Neutral,3,Male,67,65,85,83,63,61,B+
26,82,Yes,9,High,Medium,Negative,5,Female,73,74,87,81,72,68,A-
23,79,No,9,Medium,High,Neutral,3,Male,82,77,85,86,75,68,A-
16,62,No,7,Medium,High,Neutral,1,Female,71,71,87,79,86,62,B+
19,60,No,8,High,Low,Neutral,3,Female,72,72,83,84,92,62,B+
30,100,Yes,6,Low,Low,Positive,2,Male,79,87,94,90,88,74,A
24,86,Yes,8,Medium,Medium,Neutral,4,Female,71,69,91,81,77,68,A-
20,75,No,8,Medium,Low,Positive,4,Male,72,69,88,84,65,66,A-
20,71,No,5,High,High,Neutral,3,Male,72,74,89,86,50,65,A-
17,74,Yes,7,Medium,Medium,Positive,4,Male,70,70,88,86,60,66,A-
7,86,No,7,Medium,Medium,Positive,4,Male,75,90,87,82,66,67,A-
32,95,Yes,7,High,Medium,Negative,3,Male,78,86,91,92,64,76,A
21,67,Yes,7,High,High,Positive,3,Female,70,73,90,85,53,66,A-
22,94,No,9,High,High,Neutral,3,Female,79,73,87,83,51,68,A-
20,65,Yes,8,Low,Medium,Neutral,3,Female,73,69,81,79,69,63,B+
16,69,Yes,4,Medium,Low,Positive,4,Female,71,73,79,83,52,65,A-
19,61,No,10,Medium,Medium,Positive,3,Male,67,71,81,83,62,63,B+
10,66,No,4,Low,Medium,Negative,2,Male,63,65,85,83,72,59,B
34,97,No,8,Medium,Medium,Neutral,4,Male,81,80,83,83,58,74,A
13,78,Yes,5,Low,High,Positive,3,Male,72,76,82,80,52,62,B+
14,63,Yes,9,Medium,Low,Positive,4,Female,70,73,83,78,70,59,B
17,98,Yes,7,High,Medium,Positive,3,Male,77,80,87,80,70,71,A
28,95,No,8,Medium,Medium,Neutral,3,Male,77,75,88,85,94,73,A
20,90,Yes,4,Medium,High,Positive,1,Male,77,78,87,86,54,68,A-
13,97,Yes,8,Medium,Medium,Neutral,1,Male,73,83,89,87,79,68,A-
28,69,Yes,8,Medium,Medium,Positive,6,Male,72,80,88,86,64,66,A-
24,93,Yes,8,Medium,Medium,Neutral,3,Male,82,80,85,83,54,69,A-
23,88,No,8,Medium,High,Neutral,4,Female,81,84,89,83,68,70,A
24,95,Yes,7,High,High,Positive,3,Male,83,82,85,92,69,74,A
34,92,No,7,Low,High,Positive,5,Female,78,85,91,90,66,75,A
33,74,Yes,6,Medium,Medium,Neutral,3,Male,80,76,92,89,86,71,A
16,91,Yes,6,Low,High,Positive,3,Male,83,80,89,82,90,71,A
30,70,No,9,Medium,Medium,Negative,4,Female,72,79,88,84,55,65,A-
22,73,No,6,High,Medium,Positive,3,Male,78,70,87,82,56,65,A-
23,64,No,4,Low,Medium,Negative,1,Male,78,69,83,88,69,65,A-
10,97,No,6,Medium,Medium,Neutral,2,Female,81,75,89,82,64,67,A-
15,81,Yes,7,Medium,Medium,Neutral,3,Male,76,74,90,80,98,67,A-
25,76,Yes,8,Medium,Medium,Neutral,4,Female,81,82,84,87,57,71,A
26,98,No,4,Low,High,Neutral,1,Female,85,78,84,83,86,72,A
8,73,Yes,4,Low,High,Neutral,4,Male,72,77,86,81,78,62,B+
20,91,Yes,7,Medium,Medium,Neutral,4,Male,76,72,87,85,80,70,A
27,94,No,9,High,Medium,Neutral,4,Female,78,85,87,80,61,72,A
19,77,Yes,4,Medium,Low,Positive,4,Male,73,68,88,80,53,64,B+
24,75,Yes,8,High,Medium,Negative,1,Male,69,66,86,80,75,66,A-
22,90,Yes,9,Medium,Medium,Neutral,4,Male,76,78,89,89,79,69,A-
22,97,No,7,High,Medium,Negative,0,Female,83,77,88,86,96,71,A
18,90,No,8,High,High,Positive,3,Male,68,71,90,85,82,68,A-
13,69,Yes,7,Low,Medium,Positive,2,Female,77,63,91,80,70,63,B+
13,96,Yes,7,Medium,High,Negative,3,Male,83,79,91,88,98,71,A
24,76,Yes,8,Low,Medium,Negative,1,Male,71,77,81,85,67,65,A-
20,83,Yes,10,Medium,High,Neutral,1,Female,76,76,86,80,56,66,A-
19,93,Yes,6,Medium,Medium,Positive,3,Female,76,76,95,85,79,68,A-
17,68,Yes,7,Medium,Medium,Neutral,3,Male,74,71,82,80,61,61,B+
18,91,No,6,Medium,Medium,Positive,3,Male,83,79,87,88,94,71,A
26,84,Yes,7,Medium,Medium,Neutral,2,Female,73,71,86,88,69,70,A
18,96,No,7,Low,Medium,Negative,3,Female,76,67,90,82,55,66,A-
12,67,Yes,9,Low,Medium,Positive,2,Male,68,68,84,80,55,61,B+
24,77,Yes,9,Low,Medium,Neutral,2,Male,75,74,87,85,80,67,A-
19,93,Yes,8,Medium,High,Positive,3,Female,77,83,88,84,66,72,A
20,61,No,9,Medium,Low,Positive,3,Female,80,76,89,83,66,65,A-
30,64,No,6,Low,Medium,Negative,2,Female,80,78,84,80,79,68,A-
20,100,Yes,6,High,Medium,Positive,4,Male,75,76,88,85,59,70,A
22,71,Yes,8,Medium,High,Negative,4,Male,66,64,86,82,55,63,B+
13,99,No,7,Medium,Medium,Neutral,4,Female,75,79,89,88,81,69,A-
19,67,No,10,Medium,Medium,Positive,3,Male,72,72,83,84,48,62,B+
24,74,No,4,High,Medium,Neutral,4,Female,80,68,93,82,93,71,A
